,date,sign,lemm_tokens
1255,2021-04-15,sagittarius,"['полезно', 'день', 'укреплять', 'отношение', 'коллега', 'начальство', 'будущее', 'это', 'помочь', 'карьера', 'некоторый', 'сложный', 'тема', 'разрядить', 'шутка', 'лёгкий', 'разговор', 'включать', 'свой', 'обаяние', 'получиться', 'личный', 'фронт', 'идти', 'прекрасно', 'ваш', 'участие', 'партнёр', 'говорить', 'показывать', 'любить', 'ценить']"
1256,2021-04-15,capricorn,"['сегодня', 'прийтись', 'крутиться', 'белок', 'колесо', 'пытаться', 'успеть', 'сделать', 'запланировать', 'день', 'волноваться', 'получиться', 'главное', 'верить', 'свой', 'сила', 'сложный', 'момент', 'падать', 'дух', 'заряжаться', 'позитив', 'также', 'объяснить', 'ситуация', 'свой', 'близкие', 'любимый', 'волноваться', 'задержаться', 'работа']"
1257,2021-04-15,aquarius,"['сложный', 'насыщенный', 'день', 'подтолкнуть', 'серьёзный', 'задача', 'решение', 'непростой', 'вопрос', 'стоить', 'реально', 'оценивать', 'свой', 'сила', 'браться', 'зуб', 'также', 'день', 'захотеться', 'чтоть', 'поменять', 'свой', 'жизнь', 'бояться', 'это', 'сделать', 'перемена', 'быть', 'очень', 'кстати', 'помочь', 'взбодриться', 'некоторый', 'время', 'полезно', 'устраивать', 'генеральный', 'уборка', 'выкидывать', 'старый', 'вещь', 'дом', 'расчищать', 'место', 'перемена']"
1258,2021-04-15,pisces,"['сегодня', 'зарядить', 'энергия', 'предел', 'готовый', 'взяться', 'сразу', 'звезда', 'советовать', 'рассчитывать', 'свой', 'сила', 'браться', 'слишком', 'серьёзный', 'проект', 'мочь', 'довести', 'дело', 'конец', 'нестандартный', 'решение', 'день', 'быть', 'очень', 'кстати', 'быстро', 'расправиться', 'проблема', 'впечатлить', 'руководство', 'свой', 'креативность', 'полезно', 'радовать', 'покупка', 'новый', 'вещь', 'прослужить', 'долго']"
1259,2021-04-16,aries,"['хороший', 'день', 'браться', 'чтоть', 'новенький', 'сегодня', 'обычный', 'задача', 'мочь', 'даваться', 'труд', 'постараться', 'работать', 'спокойный', 'темп', 'придавать', 'значение', 'мелочь', 'также', 'сегодня', 'мочь', 'поступить', 'головокружительный', 'предложение', 'соглашаться', 'прежде', 'стоить', 'обговорить', 'деталь', 'дедлайн', 'выполнить', 'работа', 'отлично']"
1260,2021-04-16,gemini,"['отличный', 'день', 'легко', 'дотянуться', 'свой', 'маленький', 'мечта', 'схватить', 'удача', 'хвост', 'открыть', 'абсолютно', 'каждый', 'дверь', 'терять', 'время', 'зря', 'попытаться', 'воспользоваться', 'весь', 'возможность', 'успеть', 'сделать', 'утром', 'второй', 'половина', 'день', 'тенденция', 'пойти', 'спад', 'также', 'день', 'стоить', 'бояться', 'знакомиться', 'ждать', 'судьбоносный', 'встреча', 'интересный', 'собеседник']"
1261,2021-04-16,taurus,"['пытаться', 'искать', 'альтернативный', 'вариант', 'другой', 'путь', 'решение', 'проблема', 'смочь', 'быстро', 'справиться', 'потратить', 'маленький', 'энергия', 'который', 'немного', 'также', 'полезно', 'общаться', 'человек', 'который', 'знать', 'хотеть', 'жизнь', 'который', 'мочь', 'вдохновить', 'великий', 'дело', 'полезно', 'частый', 'отдыхать', 'отвечать', 'потребность', 'свой', 'организм', 'понравиться', 'работать']"
1262,2021-04-16,cancer,"['сегодня', 'ваш', 'мозг', 'работать', 'высокий', 'оборот', 'давать', 'столько', 'отличный', 'идея', 'успевать', 'записывать', 'постараться', 'реализовать', 'хотя', 'парочка', 'день', 'это', 'легко', 'включить', 'уверенность', 'полный', 'катушка', 'возможный', 'нестандартный', 'ситуация', 'судьбоносный', 'перемена', 'это', 'время', 'очень', 'важно', 'быстро', 'подстроиться', 'упустить', 'свой']"
1263,2021-04-16,leo,"['сегодня', 'стоить', 'делегировать', 'лёгкий', 'задача', 'коллега', 'близкие', 'мочь', 'справиться', 'держать', 'контроль', 'сложный', 'ситуация', 'прислушиваться', 'внутренний', 'голос', 'подсказать', 'верный', 'решение', 'также', 'день', 'сложно', 'найти', 'точка', 'соприкосновение', 'новый', 'знакомый', 'хороший', 'друг', 'поэтому', 'стоить', 'маленький', 'общаться', 'работать']"
1264,2021-04-16,virgo,"['сегодня', 'даваться', 'легко', 'самый', 'сложный', 'задача', 'постараться', 'день', 'браться', 'дело', 'который', 'прежде', 'поддаваться', 'расправиться', 'они', 'навсегда', 'также', 'полезно', 'день', 'мириться', 'тот', 'кто', 'отношение', 'давно', 'испортить', 'человек', 'оставаться', 'дорога', 'смелый', 'идти', 'он', 'навстречу', 'кстати', 'новый', 'знакомый', 'найти', 'общий', 'язык', 'просто', 'стоить', 'долго', 'разговаривать', 'работа', 'ждать']"
1265,2021-04-16,libra,"['несмотря', 'сложность', 'день', 'смочь', 'справиться', 'весь', 'задача', 'дать', 'отпор', 'любой', 'проблема', 'поэтому', 'бояться', 'идти', 'вперёд', 'добиваться', 'свой', 'также', 'быть', 'настойчивый', 'это', 'качество', 'помочь', 'открыть', 'любой', 'дверь', 'продержаться', 'вечер', 'именно', 'смочь', 'отдохнуть', 'круг', 'близкий', 'любимый', 'человек', 'кстати', 'звезда', 'говорить', 'пора', 'завести', 'разговор', 'они', 'план', 'будущее']"
1266,2021-04-16,scorpio,"['сегодня', 'ваш', 'мозг', 'работать', 'полный', 'мощность', 'гениальный', 'идея', 'приходить', 'молниеносно', 'пользоваться', 'это', 'работа', 'личный', 'жизнь', 'стоить', 'делиться', 'они', 'весь', 'каждый', 'человек', 'готовый', 'такой', 'род', 'проект', 'потомить', 'немного', 'также', 'день', 'близкий', 'быть', 'готовый', 'помочь', 'любой', 'дело', 'справляться', 'смело', 'говорить']"
1267,2021-04-16,sagittarius,"['сегодня', 'справляться', 'весь', 'ура', 'постараться', 'браться', 'самый', 'сложный', 'проблема', 'утром', 'вечером', 'расслабиться', 'также', 'полезно', 'соглашаться', 'какиеть', 'новый', 'задача', 'получаться', 'быстро', 'легко', 'второй', 'половина', 'день', 'стоить', 'провести', 'любимый', 'человек', 'слишком', 'работать', 'хватать', 'ваш', 'внимание']"
1268,2021-04-16,capricorn,"['прийти', 'время', 'позаботиться', 'свой', 'здоровье', 'сегодня', 'ваш', 'иммунитет', 'нуль', 'очень', 'важно', 'сделать', 'чтоть', 'полезный', 'свой', 'организм', 'например', 'заняться', 'зарядка', 'гулять', 'свежий', 'воздух', 'выбрать', 'оздоровительный', 'диета', 'подходить', 'день', 'большой', 'шанс', 'разругаться', 'пух', 'прах', 'близкий', 'любимый', 'поэтому', 'следить', 'свой', 'слово', 'давить', 'сложный', 'ситуация']"
1269,2021-04-16,aquarius,"['сегодня', 'крупно', 'везти', 'хотеться', 'это', 'повод', 'расстраиваться', 'это', 'повод', 'воспользоваться', 'возможность', 'нерв', 'предел', 'день', 'рисковать', 'поругаться', 'кемтый', 'очень', 'важный', 'постараться', 'держать', 'рука', 'разрушить', 'отношение', 'который', 'долго', 'строиться', 'также', 'звезда', 'советовать', 'торопиться', 'любовный', 'отношение', 'наделать', 'ошибка']"
1270,2021-04-16,pisces,"['сегодня', 'крупно', 'везти', 'именно', 'хотеться', 'удаваться', 'легко', 'быстро', 'конкурент', 'мешаться', 'путь', 'терять', 'время', 'зря', 'достигать', 'важный', 'цель', 'акцентировать', 'внимание', 'деталь', 'особо', 'сложный', 'ситуация', 'бояться', 'обратиться', 'помощь', 'близкие', 'любимый', 'радость', 'помочь', 'также', 'держать', 'карман', 'широкий', 'звезда', 'обещать', 'деньга']"
1271,2021-04-17,aries,"['отличный', 'время', 'строить', 'план', 'думать', 'будущее', 'активный', 'действие', 'воздержаться', 'совет', 'распространяться', 'работа', 'домашний', 'хлопоты', 'также', 'любой', 'трудность', 'сегодня', 'решить', 'помощь', 'смекалка', 'интуиция', 'кроме', 'полезно', 'опираться', 'чужой', 'опыт', 'свой', 'прошлый', 'ошибка', 'это', 'помочь', 'наступить', 'один', 'тот', 'грабли', 'очередной', 'вечером', 'звезда', 'обещать', 'небольшой', 'подарок', 'неожиданный', 'деньги\xa0']"
1272,2021-04-17,gemini,"['сегодня', 'ваш', 'жизнь', 'кардинально', 'измениться', 'понять', 'перемена', 'просто', 'необходимый', 'начать', 'разрабатывать', 'новый', 'план', 'действие', 'попытаться', 'опираться', 'чужое', 'мнение', 'слушать', 'исключительно', 'внутренний', 'голос', 'также', 'звезда', 'советовать', 'помириться', 'весь', 'кто', 'недавно', 'довестись', 'поссориться', 'заряжаться', 'энергия', 'позитивный', 'настроение', 'природа', 'свежий', 'воздух', 'перенапрягаться', 'работа']"
1273,2021-04-17,taurus,"['время', 'задавать', 'вопрос', 'находить', 'ответ', 'сегодня', 'смочь', 'решить', 'загадка', 'поэтому', 'терять', 'время', 'зря', 'также', 'звезда', 'советовать', 'задуматься', 'будущее', 'начинать', 'делать', 'чтоть', 'скорый', 'перемена', 'торопиться', 'стоить', 'просчитать', 'свой', 'ход', 'двигаться', 'правильный', 'направление', 'личный', 'отношение', 'полезно', 'двигаться', 'вперёд', 'поговорить', 'партнёр', 'следующий', 'шаг']"
1274,2021-04-17,cancer,"['привычный', 'ход', 'дело', 'буксовать', 'лень', 'ваш', 'партнёр', 'коллега', 'тот', 'кто', 'прийтись', 'обратиться', 'поберечь', 'нерв', 'здоровье', 'отложить', 'особо', 'сложный', 'задача', 'другой', 'активный', 'время', 'также', 'сегодня', 'предстоять', 'принять', 'важный', 'решение', 'взять', 'пауза', 'подумать', 'рубить', 'плечо', 'вечером', 'стоить', 'расслабиться', 'приятный', 'дело', 'разговор', 'такой', 'тяжёлый', 'день', 'просто', 'необходимо', 'снять', 'стресс']"
1275,2021-04-17,leo,"['сегодня', 'хотеться', 'сразу', 'несмотря', 'работа', 'огромный', 'количество', 'забота', 'попытаться', 'расставить', 'приоритет', 'успеть', 'самый', 'важный', 'день', 'вечером', 'реализовать', 'желание', 'потребность', 'также', 'звезда', 'советовать', 'терпеливый', 'общение', 'окружающий', 'один', 'неверный', 'слово', 'испортить', 'отношение', 'второй', 'половина', 'день', 'близкий', 'мочь', 'порадовать', 'сюрприз', 'приятный', 'новость']"
1276,2021-04-17,virgo,"['посмотреть', 'проблема', 'другой', 'угол', 'расправиться', 'они', 'быстро', 'успешно', 'кстати', 'задача', 'стоить', 'решать', 'нестандартный', 'метод', 'обратить', 'внимание', 'начальство', 'торопиться', 'стоить', 'обдумать', 'каждый', 'слово', 'действие', 'представить', 'возможный', 'исход', 'событие', 'также', 'звезда', 'советовать', 'игнорировать', 'совет', 'близкий', 'любимый', 'человек', 'видеть', 'ваш', 'неудача', 'знать', 'какой', 'образ', 'решить']"
1277,2021-04-17,libra,"['общаться', 'партнёр', 'коллега', 'друг', 'родственник', 'сегодня', 'это', 'помочь', 'наладить', 'связь', 'продвинуться', 'карьерный', 'лестница', 'условие', 'пандемия', 'стоить', 'выбирать', 'самый', 'безопасный', 'вариант', 'связь', 'телефон', 'компьютер', 'расстраиваться', 'изз', 'критика', 'намотать', 'ус', 'замечание', 'пытаться', 'стать', 'бояться', 'сложный', 'задача', 'сегодня', 'мочь']"
1278,2021-04-17,scorpio,"['пора', 'расслабиться', 'стоить', 'взваливать', 'куча', 'дело', 'бежать', 'быстрый', 'паровоз', 'брать', 'ответственность', 'сразу', 'супергерой', 'простой', 'человек', 'который', 'нужно', 'перезагрузиться', 'провести', 'день', 'дорогой', 'человек', 'любимый', 'дело', 'вспомнить', 'хобби', 'заниматься', 'сегодня', 'должный', 'радовать', 'смело', 'отказываться', 'съедать', 'ваш', 'сила']"
1279,2021-04-17,sagittarius,"['отличный', 'день', 'работа', 'хобби', 'домашний', 'забота', 'что', 'притрагиваться', 'ваш', 'рука', 'завершаться', 'удачно', 'новый', 'проект', 'развиваться', 'бешеный', 'скорость', 'крошечный', 'проблема', 'сам', 'уходить', 'ваш', 'путь', 'пользоваться', 'позитивный', 'тенденция', 'день', 'наладить', 'жизнь', 'также', 'звезда', 'советовать', 'заняться', 'домашний', 'хлопоты', 'прекрасный', 'время', 'генеральный', 'уборка', 'косметический', 'ремонт']"
1280,2021-04-17,capricorn,"['работа', 'хотеться', 'плакать', 'счастие', 'сегодня', 'хватить', 'сила', 'справиться', 'весь', 'дело', 'также', 'прийтись', 'пересмотреть', 'некоторый', 'ценность', 'отношение', 'отдельный', 'личность', 'свой', 'вкус', 'это', 'помочь', 'работа', 'будущее', 'большой', 'шанс', 'сказать', 'сделать', 'чтоть', 'неверный', 'вскоре', 'быть', 'долго', 'жалеть', 'поэтому', 'просчитывать', 'каждый', 'свой', 'шаг', 'разговор', 'запасаться', 'терпение', 'смотреть', 'призма', 'позитив']"
1281,2021-04-17,aquarius,"['общение', 'творить', 'настоящий', 'чудо', 'профессиональный', 'личный', 'жизнь', 'быть', 'общаться', 'предложение', 'идея', 'поступить', 'забывать', 'короновирус', 'мера', 'предосторожность', 'возможно', 'сегодня', 'прийтись', 'заниматься', 'приятный', 'дело', 'звезда', 'помочь', 'завершить', 'быстро', 'успешно', 'прислушиваться', 'интуиция', 'сложный', 'ситуация', 'подсказать', 'выход']"
1282,2021-04-17,pisces,"['сегодня', 'понадобиться', 'сильный', 'плечо', 'который', 'опереться', 'искать', 'союзник', 'среди', 'новый', 'знакомый', 'также', 'рука', 'идти', 'фантастичный', 'шанс', 'разглядеть', 'первый', 'взгляд', 'поэтому', 'частый', 'смотреть', 'сторона', 'вскрывать', 'подтекст', 'ситуация', 'диалог', 'пользоваться', 'подвернуться', 'возможность', 'кстати', 'ради', 'светлый', 'будущее', 'чемтый', 'прийтись', 'пожертвовать', 'решать', 'соизмеримый', 'этот', 'плата']"
1283,2021-04-18,aries,"['отличный', 'день', 'работа', 'хобби', 'домашний', 'забота', 'что', 'притрагиваться', 'ваш', 'рука', 'завершаться', 'удачно', 'новый', 'проект', 'развиваться', 'бешеный', 'скорость', 'крошечный', 'проблема', 'сам', 'уходить', 'ваш', 'путь', 'пользоваться', 'позитивный', 'тенденция', 'день', 'наладить', 'жизнь', 'также', 'звезда', 'советовать', 'заняться', 'домашний', 'хлопоты', 'прекрасный', 'время', 'генеральный', 'уборка', 'косметический', 'ремонт']"
1284,2021-04-18,gemini,"['звезда', 'быть', 'корректировать', 'сценарий', 'день', 'расстраиваться', 'стоить', 'изменение', 'привести', 'успех', 'переоценка', 'прошлый', 'действие', 'частый', 'слушайте', 'интуиция', 'способный', 'подсказать', 'правильный', 'путь', 'найти', 'верный', 'слово', 'трудный', 'разговор', 'подходить', 'задача', 'креативный', 'выполнить', 'быстро', 'получить', 'удовольствие', 'работа', 'поздний', 'вечером', 'пообщаться', 'любимый', 'человек', 'просто', 'отдохнуть']"
1285,2021-04-18,taurus,"['сегодня', 'подпитывать', 'азарт', 'конфликт', 'вдохновение', 'поэтому', 'рутинный', 'дело', 'быть', 'идти', 'плохо', 'карьера', 'намечаться', 'глобальный', 'перемена', 'настроить', 'обойти', 'конкурент', 'звезда', 'советовать', 'положиться', 'судьба', 'некоторый', 'проект', 'невозможно', 'сдвинуть', 'место', 'значит', 'прийти', 'время', 'реализация', 'пока', 'стоить', 'отложить', 'отдохнуть', 'перевести', 'дух', 'бесконечный', 'дело', 'смочь', 'вечером']"
1286,2021-04-18,cancer,"['общаться', 'партнёр', 'коллега', 'друг', 'родственник', 'сегодня', 'это', 'помочь', 'наладить', 'связь', 'продвинуться', 'карьерный', 'лестница', 'условие', 'пандемия', 'стоить', 'выбирать', 'самый', 'безопасный', 'вариант', 'связь', 'телефон', 'компьютер', 'расстраиваться', 'изз', 'критика', 'намотать', 'ус', 'замечание', 'пытаться', 'стать', 'бояться', 'сложный', 'задача', 'сегодня', 'мочь']"
1287,2021-04-18,leo,"['сегодня', 'ваш', 'близкий', 'знакомый', 'быть', 'сражаться', 'друг', 'друг', 'ваш', 'внимание', 'постараться', 'сгладить', 'ситуация', 'уделить', 'каждый', 'время', 'внимание', 'полезно', 'думать', 'старый', 'дело', 'который', 'поддаваться', 'очень', 'давно', 'именно', 'день', 'мочь', 'найти', 'решение', 'действие', 'стоить', 'просчитать', 'ход', 'проанализировать', 'вариант', 'развитие', 'ситуация', 'сделать', 'хуже\xa0']"
1288,2021-04-18,virgo,"['выливаться', 'поверхность', 'внутренний', 'напряжение', 'испортить', 'ваш', 'план', 'отношение', 'близкий', 'человек', 'поэтому', 'снимать', 'стресс', 'экологичный', 'способ', 'спорт', 'хобби', 'глубокий', 'дыхание', 'общаться', 'минимум', 'особый', 'осторожность', 'задеть', 'собеседник', 'слово', 'интонация', 'также', 'звезда', 'советовать', 'хвастаться', 'успех', 'работа', 'личный', 'жизнь', 'нажить', 'завистник', 'враг']"
1289,2021-04-18,libra,"['отложить', 'далёкий', 'откровенный', 'разговор', 'заняться', 'дело', 'показать', 'любимый', 'сильный', 'ценить', 'намекнуть', 'именно', 'хотеть', 'совместный', 'будущее', 'смочь', 'донести', 'свой', 'мысль', 'день', 'расстроить', 'внезапный', 'потеря', 'какоготь', 'смысл', 'нужный', 'контакт', 'серьёзный', 'план', 'стать', 'унывать', 'пересмотреть', 'свой', 'отношение', 'уйти', 'найти', 'повод', 'радости\xa0']"
1290,2021-04-18,scorpio,"['ваш', 'авторитет', 'опыт', 'начинать', 'работать', 'против', 'жизнь', 'приходить', 'определённый', 'обстоятельство', 'человек', 'ситуация', 'мочь', 'оценить', 'правильный', 'путь', 'выбрать', 'ранее', 'верный', 'решение', 'прежде', 'также', 'звезда', 'советовать', 'непростой', 'день', 'придерживаться', 'распорядок', 'день', 'нарушать', 'стабильность', 'кроме', 'отказываться', 'работа', 'помочь', 'забыть', 'стресс']"
1291,2021-04-18,sagittarius,"['действовать', 'молниеносно', 'строить', 'какихлибо', 'серьёзный', 'план', 'день', 'сегодня', 'звезда', 'внести', 'свой', 'корректив', 'ваш', 'сценарий', 'заставить', 'делать', 'тот', 'вещь', 'который', 'возможно', 'готовый', 'главное', 'падать', 'дух', 'суетиться', 'всячески', 'поднимать', 'настроение', 'непростой', 'сутки', 'закончиться', 'максимально', 'успешно', 'отказывать', 'помощь', 'ваш', 'доброта', 'вернуться', 'двукратный', 'размер']"
1292,2021-04-18,capricorn,"['требовать', 'маленький', 'другой', 'последний', 'время', 'завышать', 'планка', 'портить', 'возможный', 'отношение', 'также', 'звезда', 'советовать', 'бояться', 'делегировать', 'сложный', 'задача', 'коллега', 'единомышленник', 'слишком', 'дело', 'одиночка', 'простонапросто', 'справиться', 'кроме', 'полезно', 'думать', 'здоровье', 'укреплять', 'витамин', 'физический', 'нагрузка', 'диета']"
1293,2021-04-18,aquarius,"['сегодня', 'быть', 'отчаянно', 'втягивать', 'суета', 'конфликт', 'личный', 'жизнь', 'работа', 'держать', 'оборона', 'иначе', 'мочь', 'попрощаться', 'повышение', 'крепкий', 'отношение', 'опускать', 'рука', 'идти', 'ваш', 'план', 'смочь', 'весь', 'справиться', 'проявить', 'сила', 'воля', 'также', 'звезда', 'советовать', 'экспериментировать', 'непростой', 'день', 'мочь', 'испортить', 'свой', 'положение']"
1294,2021-04-18,pisces,"['удача', 'ваш', 'сторона', 'мочь', 'взяться', 'самый', 'сложный', 'дело', 'попытаться', 'осуществить', 'свой', 'дерзкий', 'желание', 'получиться', 'главное', 'прибавить', 'звук', 'интуиция', 'подготовиться', 'проблема', 'который', 'мочь', 'встать', 'ваш', 'путь', 'проявлять', 'интерес', 'к', 'весь', 'перемена', 'отмахиваться', 'скорый', 'будущее', 'понять', 'крыться', 'возможность', 'они', 'воспользоваться']"
1295,2021-04-19,aries,"['расслабиться', 'получиться', 'привычный', 'дело', 'быть', 'даваться', 'просто', 'этот', 'привыкнуть', 'поэтому', 'выключить', 'наивность', 'непосредственность', 'включить', 'серьёзность', 'нужно', 'упустить', 'один', 'деталь', 'получиться', 'поднажать', 'успеть', 'гораздо', 'ожидать', 'вечером', 'ждать', 'сюрприз', 'неожиданный', 'подарок', 'роскошный', 'свидание']"
1296,2021-04-19,gemini,"['обстановка', 'накаляться', 'сегодня', 'быть', 'слишком', 'эмоционально', 'реагировать', 'происходить', 'любой', 'пустяк', 'легко', 'вывести', 'поэтому', 'обойтись', 'поддержка', 'близкий', 'необязательно', 'вывалить', 'накопиться', 'сердце', 'просто', 'рядом', 'достаточно', 'заняться', 'привычный', 'дело', '—', 'помочь', 'отвлечься']"
1297,2021-04-19,taurus,"['сегодня', 'складываться', 'удачно', 'появиться', 'неожиданный', 'повод', 'радость', 'вселенная', 'подготовить', 'крутой', 'площадка', 'старт', 'новый', 'начинание', 'наконецтый', 'понять', 'нужно', 'сделать', 'сбыться', 'ваш', 'давний', 'желание', 'успеть', 'сделать', 'чтоть', 'запланировать', 'сила', 'энергия', 'достаточно', 'близкий', 'рядом', 'помочь', 'поддержать']"
1298,2021-04-19,cancer,"['спокойно', 'сложность', 'неприятность', 'ждать', 'какихтый', 'головокружительный', 'успех', 'вряд', 'добиться', 'зато', 'смочь', 'осуществить', 'чтоть', 'давно', 'хотеть', 'реализовать', 'задумать', 'наверняка', 'помочь', 'ктоть', 'знакомый', 'причём', 'совместный', 'деятельность', 'укрепить', 'ваш', 'дружба', 'второй', 'половина', 'день', 'сосредоточиться', 'учёба', 'творчество', 'получиться', 'раскрыть', 'свой', 'потенциал']"
1299,2021-04-19,leo,"['самый', 'время', 'налаживать', 'контакт', 'сегодня', 'легко', 'найти', 'общий', 'язык', 'кто', 'угодный', 'получиться', 'подружиться', 'тот', 'кто', 'удаваться', 'найти', 'общий', 'тема', 'разговор', 'результат', 'поступить', 'какоеть', 'неожиданный', 'предложение', 'соглашаться', 'довериться', 'интуиция', 'ошибиться', 'быть', 'внимательный', 'деталь', 'избежать', 'небольшой', 'досадный', 'промах']"
1300,2021-04-19,virgo,"['приготовиться', 'улыбаться', '—', 'день', 'богатый', 'приятный', 'сюрприз', 'постоянно', 'быть', 'происходить', 'чтоть', 'весёлый', 'необычный', 'никак', 'рассчитывать', 'сбыться', 'ваш', 'заветный', 'желание', 'смело', 'браться', 'новый', 'дело', 'задача', 'получиться', 'реализовать', 'самый', 'сложный', 'проект', 'главное', '—', 'результат', 'ваш', 'труд', 'оценить', 'окружающий', 'обзавестись', 'новый', 'союзник']"
1301,2021-04-19,libra,"['день', 'назвать', 'безоблачный', 'порция', 'радуга', 'получить', 'пусть', 'сразу', 'главное', '—', 'бросать', 'начать', 'упорно', 'трудиться', 'получить', 'нужный', 'результат', 'появиться', 'возможность', 'исправить', 'ошибка', 'прошлое', 'восстановить', 'отношение', 'который', 'дорожить', 'инициатива', 'должный', 'исходить', 'именно', 'получиться']"
1302,2021-04-19,scorpio,"['список', 'план', 'сегодня', 'казаться', 'бесконечный', 'это', 'немного', 'угнетать', 'пытаться', 'сделать', 'сразу', 'действовать', 'размеренно', 'шаг', 'шаг', 'сохранить', 'нужный', 'запас', 'сила', 'прийти', 'цель', 'рассчитывать', 'другой', 'стоить', 'сам', 'прийти', 'нужный', 'результат', 'быстрый', 'спор', 'конфликт', 'близкий', 'остаться', 'позади', 'сегодня', 'особенно', 'понимать', 'друг', 'друг']"
1303,2021-04-19,sagittarius,"['сегодня', 'самый', 'спокойный', 'день', 'энергия', 'постараться', 'использовать', 'максимома', 'завершить', 'старый', 'дело', 'разобраться', 'долг', 'упрямый', 'поэтому', 'быстро', 'добиться', 'нужный', 'результат', 'окружающий', 'оценить', 'ваш', 'продуктивность', 'предложить', 'поддержка', '—', 'привет', 'выгодный', 'сотрудничество', 'забыть', 'порадовать', 'чемтый', 'приятный', 'звезда', 'предсказывать', 'удачный', 'покупка']"
1304,2021-04-19,capricorn,"['сегодня', 'получаться', 'легко', 'просто', 'поэтому', 'настроение', 'отличный', 'банковский', 'счёт', 'прийти', 'неожиданный', 'весьма', 'большой', 'перевод', 'спешить', 'тратить', 'средство', 'пригодиться', 'чеготь', 'важный', 'возможно', 'открыться', 'глаз', 'чтоть', 'важный', 'свой', 'жизнь', 'решить', 'изменить', 'план', 'будущее', 'начало', 'обсудить', 'ваш', 'решение', 'друг', '—', 'дать', 'дельный', 'совет']"
1305,2021-04-19,aquarius,"['ваш', 'желание', 'исполняться', 'быстро', 'просто', 'хотеться', 'добиться', 'успех', 'нужно', 'приложить', 'усилие', 'причём', 'немало', 'остаться', 'довольный', 'результат', 'свой', 'старание', 'мочь', 'попробовать', 'вернуться', 'старый', 'неразрешённый', 'дело', 'который', 'висеть', 'домоклов', 'меч', 'расправиться', 'они', 'вечер', 'посвятить', 'обдумывание', 'план', 'будущее', 'нужный', 'чёткий', 'стратегия']"
1306,2021-04-19,pisces,"['полный', 'идея', 'искать', 'знак', 'начать', 'реализовывать', 'свой', 'план', 'действовать', 'скорее', '—', 'сегодня', 'удачный', 'день', 'новый', 'начинание', 'переживать', 'фатальный', 'ошибка', 'допустить', 'весьма', 'внимательный', 'деталь', 'также', 'сегодня', 'горизонт', 'появиться', 'ктоть', 'прошлое', 'спроста', 'решить', 'вернуть', 'старый', 'долг', 'заключить', 'выгодный', 'сделка']"
1307,2021-04-20,aries,"['приготовиться', 'сегодня', 'идти', 'план', 'неожиданно', 'быть', 'сохранять', 'спокойствие', 'происходить', 'это', 'хладнокровие', 'помочь', 'избежать', 'многий', 'проблема', 'отношение', 'работа', 'узнать', 'чтоть', 'важный', 'возможно', 'ктоть', 'пытаться', 'скрыть', 'нужный', 'информация', 'вечер', 'стоить', 'посвятить', 'шопинг', 'получиться', 'урвать', 'давно', 'хотеть', 'выгодный', 'цена']"
1308,2021-04-20,gemini,"['желание', 'сбываться', 'всякий', 'случай', 'сегодня', 'нужно', 'прикладывать', 'особый', 'усилие', 'вселенная', 'итак', 'привести', 'наметить', 'цель', 'благодарить', 'помогать', 'знание', 'опыт', 'который', 'приобрести', 'прошлый', 'второй', 'половина', 'день', 'ждать', 'хороший', 'новость', 'получиться', 'помириться', 'кемтый', 'близкий']"
1309,2021-04-20,taurus,"['сегодня', 'улыбка', 'сходить', 'ваш', 'лицо', '—', 'день', 'полный', 'радостный', 'событие', 'пробовать', 'делать', 'получаться', 'отлично', 'фортуна', 'ваш', 'сторона', 'искать', 'удачный', 'совпадение', 'вечер', 'стоить', 'провести', 'круг', 'близкий', 'хороший', 'новость', 'кроме', 'получиться', 'решить', 'давний', 'конфликт', 'найти', 'общий', 'язык', 'весь', 'родный']"
1310,2021-04-20,cancer,"['складываться', 'неплохо', 'както', 'сумбурно', 'беспокойно', 'немного', 'рассеять', 'часто', 'неправильно', 'расставлять', 'приоритет', 'тратить', 'время', 'пустяк', 'быстро', 'осознать', 'свой', 'ошибка', 'исправлять', 'вечером', 'голова', 'возникнуть', 'рой', 'новый', 'идея', 'торопиться', 'делиться', 'они', 'окружающий', 'вряд', 'поверить', 'ваш', 'сила', 'действовать', 'сам', 'скоро', 'заметить', 'первый', 'успех']"
1311,2021-04-20,leo,"['общение', '—', 'слово', 'день', 'быстро', 'находить', 'общий', 'язык', 'окружающий', 'получать', 'необходимый', 'поддержка', 'возможный', 'новый', 'знакомство', 'новый', 'роман', 'переживать', 'интуиция', 'подсказать', 'говорить', 'вечером', 'ждать', 'денежный', 'поступление', 'радость', 'опустошать', 'свой', 'банковский', 'счёт', '—', 'идеальный', 'время', 'покупка']"
1312,2021-04-20,virgo,"['день', 'насыщенный', 'интересный', 'успеть', 'нужно', 'многое', 'поэтому', 'вспомнить', 'основа', 'таймменеджмент', 'завалить', 'дедлайн', 'прийтись', 'делать', 'несколько', 'дело', 'сразу', 'это', 'легко', 'получиться', 'прислушаться', 'внутренний', 'голос', 'сегодня', 'удаться', 'найти', 'ответ', 'вопрос', 'который', 'давно', 'беспокоить', 'придумать', 'новый', 'план', 'увеличить', 'свой', 'доход', 'выйти', 'карьера', 'новый', 'уровень']"
