,date,sign,text
1090,2021-04-01,pisces,"Сегодня стоит вспомнить о проектах, которые вы отложили и подумать о предложениях коллег и начальства – что-то из этого вас заинтересует, а в будущем – принесет неплохие деньги. Также звезды советуют в этот день заниматься делами, на которые прежде не было времени. Полезно думать о здоровье и отслеживать свое самочувствие – возможно, вам нужно обратиться к врачу."
1091,2021-04-02,aries,"Сегодня вам хочется бежать впереди паровоза, принимать решения молниеносно и не акцентировать внимание на мелочах, но это полностью неверная тактика. Как раз таки мелочи играют в этот день очень важную роль. Поэтому звезды советуют вам запастись терпением и обдумывать каждое предложение, просчитывать ходы – только так вы сможете завершить этот день на позитивной волне."
1092,2021-04-02,gemini,"Сегодня вы – настоящий супергерой, который может не только дать отпор каждому неприятному типу, но и решить любую задачу. Пользуйтесь этим не только в своих целях, но и на благо обществу. Также звезды говорят, что в этот день вы можете найти преданных помощников и интересных единомышленников, поэтому не отказывайтесь общаться и знакомиться с необычными людьми."
1093,2021-04-02,taurus,"Подтягивайте хвосты на работе и доводите до конца все личные дела – сегодня очень важно закончить прежние задачи, чтобы завтра начать все с чистого листа. Также звезды советуют не отказываться от каких-либо предложений – даже самые сомнительные из них могут «выстрелить». Полезно этим вечером побыть с близкими, поговорить с ними об их проблемах, обсудить будущее."
1094,2021-04-02,cancer,"Утро начнется тяжело и не очень приятно, но ваше настроение поднимется ближе к вечеру. К сожалению, таких приятных метаморфоз с общением не случится – разговоры весь день не будут клеиться, поэтому старайтесь реже общаться как с незнакомцами, так и с близкими людьми. Вечером звезды советуют подумать о будущем и начать воплощать в жизнь свои маленькие идеи."
1095,2021-04-02,leo,"Не стоит сегодня начинать что-то новое и необычное, лучше закончить прошлые дела и сконцентрироваться на бытовых вопросах. Но если вы не можете отвертеться от нового проекта, стоит подойти к нему со всей серьезностью – просчитать все свои ходы, представить все возможные сценарии развития ситуации и подстраховаться. А вот вечером можно порадовать себя покупками – они прослужат долго."
1096,2021-04-02,virgo,"Сегодня у вас столько идей, что вы не успеваете записать, и неудивительно, что все они на миллион - ваш мозг работает с невероятной скоростью. Постарайтесь быть активнее и инициативнее, и уже в этот день превратить в жизнь парочку из них. В сложных ситуациях опирайтесь на опыт, а также не бойтесь попросить помощи у близких друзей и коллег. Ближе к вечеру стоит сбавить обороты и больше общаться, нежели работать."
1097,2021-04-02,libra,"Хватить витать в облаках и фантазировать, пришло время посмотреть на вещи и ситуации реально. Да, это будет больно, но только так вы начнете действовать. Не бойтесь сделать первые шаги в другом направлении – у вас точно все получится. Также полезно общаться как со знакомыми, так и с незнакомцами – возможно, в ходе беседы вы сможете найти ответы на очень сложные вопросы."
1098,2021-04-02,scorpio,"Не скромничайте в первой половине дня – вы сможете добиться многого, если будете активнее. Также полезно в утреннее время реализовывать старые идеи и завершать прошлые проекты – у вас все пойдет как по маслу. Кроме того, звезды советуют вспоминать прошлое вместе с друзьями, близкими – таким образом вы сможете вычленить ошибки и понять, каким образом двигаться дальше."
1099,2021-04-02,sagittarius,"Легкий день, когда вы сможете реализовать свои идеи, ответить на множество вопросов и добиться всего, на что рассчитывали. Конечно, мелкие неприятности возможны, но вы справитесь с ними в два счета. Вообще, звезды говорят, что совсем скоро вы добьетесь того, к чему так долго шли, поэтому сейчас стоит приготовиться к победе и психологически, и физически."
1100,2021-04-02,capricorn,"Сегодня в ваших руках спорится любая работа, вы принимаете только верные решения и помогаете другим не ошибиться. Единственная проблема – нет времени выдохнуть и отдохнуть. Поэтому старайтесь брать пятиминутки, чтобы сбрасывать накопившийся стресс. Также звезды советуют в этот день общаться с близкими – вы сможете укрепить отношения и оставить все конфликты в прошлом."
1101,2021-04-02,aquarius,"Соглашайтесь на любые авантюры и предложения – даже самые необычные и странные из них могут «выстрелить». Вообще, сегодня вы сможете добиться всего, чего захотите – звезды вас поддерживают. Поэтому не тратьте время зря и пытайтесь забраться на карьерную вершину или притянуть в жизнь перемены и новые возможности. А вот вечером стоит встретиться с близкими людьми и зарядиться энергией на конец недели."
1102,2021-04-02,pisces,"Ищите ответы на сложные вопросы – сегодня вы точно сможете их найти. Также полезно общаться с близкими и друзьями – в ходе разговора вы можете многое осознать или у вас родятся идеи, которые вы сможете реализовать в ближайшем будущем. На личном фронте все прекрасно – вы не только укрепляете отношения и постоянно признаетесь в чувствах, но и переходите на новый уровень."
1103,2021-04-03,aries,"Отличный день, чтобы воплощать слова в действия и думать о будущем. Также звезды советуют чаще заводить разговоры – в ходе общения вас может осенить отличная идея или вы найдете ответы на самые сложные вопросы. Полезно реально оценивать свои силы и думать, как их можно применить наиболее правильно. Кроме того, постарайтесь сегодня навести уборку дома – это благотворно повлияет и на ваше настроение."
1104,2021-04-03,gemini,"Сегодня вам может понадобиться секретная информация, и вы найдете ее в два счета, если будете вариться в гуще событий и не бояться разговаривать с авторитетными людьми. Полезно в этот день разговаривать с близкими о будущем – постройте планы на год или два, и думайте, как осуществить что-то незначительное уже сейчас. Также звезды советуют оставить немного времени в этот день, чтобы исправить мелкие ошибки."
1105,2021-04-03,taurus,"Водоворот событий не дает вам и шанса подумать о будущем, поэтому в этот день стоит остановиться и построить планы на ближайшие несколько недель, а то и на год. Это поможет вам трезво оценить свои силы и подумать, как их преумножить. Также звезды планируют заниматься делами только во второй половине дня – утро будет слишком ленивым для чего-то серьезного."
1106,2021-04-03,cancer,"Сегодня близкие и не очень люди будут наваливать на вас свои проблемы и ждать от вас действий. Постарайтесь не брать на себя дополнительную ответственность и научитесь говорить слово «нет». На личном фронте тоже могут быть проблемы – постарайтесь разговаривать со своей второй половинкой, обсуждать важные вопросы, и отнеситесь серьезно к тому, что говорит вам партнер."
1107,2021-04-03,leo,"Сегодня вам нужно быть в гуще событий – невероятные возможности и шансы будут крутиться там, где много людей и разговоров. Но даже в этих ситуациях стоит контролировать все и двигаться четко по плану, потому что обстоятельства могут испортить не только ваше настроение, но и ваше будущее. На личном же фронте стоит прислушаться к претензиям партнера, быть уступчивее и искать компромиссы."
1108,2021-04-03,virgo,"Не бойтесь болтать как с близкими, так и с незнакомцами – сегодня в ходе разговоров вы можете получить ответы на самые важные вопросы или зацепиться за идею, которая в перспективе принесет вам неплохие деньги. Не помещает общение и на личном фронте – в этот день у вас появится шанс высказать все претензии партнеру, услышать, что не устраивает его и найти компромисс."
1109,2021-04-03,libra,"Отдыхайте с пользой для дела – пообедайте с руководителями, сходите куда-нибудь вместе с коллегами. Но в то же время вредно перезагружать себя даже позитивными эмоциями. Также звезды советуют сконцентрировать свое внимание и силы на рутинных домашних делах, пообщаться с близкими людьми и подумать о будущем – все это снизит градус тревожности и стресса."
1110,2021-04-03,scorpio,"Несмотря на выходной день дел сегодня будет очень много. Также полезно в этот день помогать своим близким – поинтересуйтесь, нуждаются ли они в чем-то, где бы им пригодилась ваша помощь. Поверьте, сейчас вы им действительно нужны, просто они вам об этом не говорят. Кроме того, звезды советуют вам в этот день наводить порядок в доме – это поможет разложить по полочкам и ваши мысли."
1111,2021-04-03,sagittarius,"Позвольте себе выдохнуть и отдохнуть сегодня. Эта неделя была слишком сложной для вас и ваш организм нуждается в расслаблении. Также полезно сегодня отдавать долги и сдерживать свое слово. Полезно покупать себе что-то приятное – так вы снизите уровень тревожности и стресса, зарядите себя позитивом. Кроме того, звезды советуют позаботиться о своем организме – чаще гуляйте на свежем воздухе и кушайте побольше овощей."
1112,2021-04-03,capricorn,"Несмотря на выходной отдохнуть у вас сегодня точно не получится. Помимо рутинных дел, близкие и любимые будут постоянно нуждаться в вашей помощи. Но в то же время вы сможете преуспеть в важных для вас делах и мероприятиях. Также полезно общаться с авторитетными людьми, которые могут помочь вам в решении сложных вопросов или посодействовать продвижению по карьерной лестнице."
1113,2021-04-03,aquarius,"Этот день подходит только для отдыха, поэтому не планируйте на сегодня каких-либо сложных дел или серьезных переговоров. Лучше заниматься делами, которые приносят вам позитивные эмоции и наполняют вас энергией. Также полезно отдыхать в приятных компаниях и умеренно заниматься спортом, проводить больше времени на свежем воздухе – так вы сможете сбросить с себя лишний стресс."
1114,2021-04-03,pisces,"День подходит для встреч с друзьями, приятным занятиям, но никак не для работы. Единственное, что сегодня вы можете сделать – вдохновить своих близких на работу и сложные бытовые дела. Также звезды советуют больше общаться с близкими и любимыми – в процессе вы можете найти ответы на большинство вопросов, зацепиться за интересную идею, которая может принести деньги."
1115,2021-04-04,aries,"Спорить сегодня со всеми вокруг – так себе идея. Нужно быть дипломатичнее и вместо критики заваливать оппонентов комплиментами. Поверьте, вы удивите как изменятся ваши дела, а некоторые враги перебегут на вашу сторону. Также полезно в этот день заниматься спортом – физическая активность поможет вам забыть о стрессе и восстановить энергетические запасы."
1116,2021-04-04,gemini,"Хватит давать советы тем, кому они совершенно не нужны. Поверьте, вы можете направить свои мудрые мысли в другое русло. Например, в творчество и хобби – там они будут выглядеть куда выгоднее. Также полезно сегодня начинать новые проекты, рваться вперед со своими идеями – вы найдете единомышленников и талантливых помощников. А вот с эмоциями стоит быть особенно осторожным – они могут испортить все ваши отношения."
1117,2021-04-04,taurus,"Сегодня вы готовы помогать всем и каждому. При этом любое ваше действие понесет выгоду на только просящему, но и вам самому. А вот с откровенными разговорами стоит быть осторожнее – вы можете сболтнуть лишнего и либо выдать чью-то тайну, либо оскорбить оппонента. В любом случае вы сделаете кому-то больно и испортите отношения. Также звезды советуют не совершать покупки через интернет – можете спустить деньги зря."
1118,2021-04-04,cancer,"Сегодня все ждут от вас то ли помощи, то ли чудес – не понятно. Постарайтесь не опираться на чужие ожидания и мнения, а действовать по наитию и так, как считаете нужным. Вы можете почувствовать, что вы стучите исключительно в закрытые двери, но скоро черная полоса сменится на белую, и все будет прекрасно. А вот на работе все будет идти как по маслу, поэтому смело беритесь за сложные задачи."
1119,2021-04-04,leo,"Сегодня вы энергетически заряжены, но любое дело начинает буксовать еще на первых этапах – это временное явление, поэтому не опускайте руки и пробуйте снова и снова. Несмотря на то, что вас тянет поработать, этот день лучше провести, отдыхая. Например, сходить в поход или поиграть в футбол – активность поможет разрядиться и убавить стресс. А вот знакомиться в этот день полезно – можно встретить нужных людей."
1120,2021-04-04,virgo,"Сегодня вы настроены сворачивать горы и добиваться своего. При этом вас вряд ли кто-то поддержит, но вам поддержка и не нужна – вы уверены и намерены. Поэтому в этот день стоит общаться только с коллегами и партнерами – они точно поймут ваши идеи и укажут на ошибки. Но помните о том, что нужно довести все дела до конца, не свернуть на другую дорогу в процессе."
1121,2021-04-04,libra,"Разговоры сегодня вредны: вы можете стать жертвой сплетен, обидеть кого-то словом или разболтать чужую тайну. Лучше хлопотать по дому, раскладывать все по полочкам, наводить порядок. Несмотря на выходной день, можно поработать – чем больше работы у вас сейчас, тем ниже шанс с кем-либо поссориться. На личном фронте тоже не все ладно – чаще показывайте свою любовь партнеру."
1122,2021-04-04,scorpio,"Сегодня вы в гуще событий, и благодаря вашей активности можете завести хороших знакомых и авторитетных покровителей. Постарайтесь в этот день рекламировать себя и свои проекты, а не тратить время на пустую болтовню. Также звезды советуют в этот день размышлять о финансах – посчитайте ваши деньги и подумайте, как увеличить прибыль и снизить расходы."
1123,2021-04-04,sagittarius,"Сегодня вам может круто повезти – звонок или встреча могут перевернуть жизнь с ног на голову. Не бойтесь этих перемен, ведь они несут с собой головокружительные шансы. А вот делиться с окружающими своими идеями не стоит – их могут своровать или неверно откорректировать. Полезно работать – сейчас у вас получаются даже самые тяжелые задачи, и вы быстро отвечаете на сложные вопросы."
1124,2021-04-04,capricorn,"В этот выходной будет сложно отдохнуть – сегодня вы вряд ли сможете полностью расслабиться или как-либо развлечься. Вообще, звезды советуют не привлекать в свою жизнь какие-либо перемены, не решать сложные вопросы – все это может закончиться не очень хорошо для вас. А вот напрягаться физически очень даже полезно – можно снять стресс и отключить голову."
1125,2021-04-04,aquarius,"Сегодня вы будете сверкать и влюблять в себя незнакомцев – ваша харизма и обаяние просто сбивают с ног. Постарайтесь этим воспользоваться и продвинуться по карьерной лестнице или заиметь авторитет в важных для вас сферах. Конечно, не все двери для вас откроются сейчас, но стоит постучать еще пару раз или подождать день-два, тогда, возможно, вам откроют."
1126,2021-04-04,pisces,"Это нелегкий, но довольно насыщенный день, когда можно найти единомышленников или продвинуться по карьерной лестнице. Только вот эмоции могут все испортить – сегодня их слишком много. Поэтому старайтесь меньше общаться и не высказывать своего мнения – можете кого-то обидеть. Также звезды советуют побольше работать или убраться дома – чем больше вы занимаете свой мозг, тем позитивнее проходит этот день."
1127,2021-04-05,aries,"Не бойтесь продвигать свои идеи, предлагать их начальству и заручаться поддержкой коллег – ваши проекты могут выстрелить. Также полезно работать над задачами, которые когда-то вы бросили на полпути – сегодня вы сможете довести их до логического конца. И вечером звезды против лени – говорят, что вам лучше размяться, заняться силовыми тренировками на свежем воздухе."
1128,2021-04-05,gemini,"Этот день стоит посвятить работе – сегодня вы сможете разгрести завалы и выполнить сложные задачи быстро и легко. А вот общение клеиться не будет – захочется уйти в тень, спрятаться и меньше контактировать даже с любимыми людьми. Зато таким образом вы сможете успеть многое, ведь никто не будет отвлекать вас от дел. А вот на личном фронте все прекрасно – несмотря ни на что, чувства растут и крепнут."
1129,2021-04-05,taurus,"В этот день стоит меньше суетиться – можно проворонить головокружительные шансы и интересные знакомства. Поэтому утром полезно наводить порядок в тех делах, где очень много хаоса и неразберихи. Также полезно в этот день расставить приоритеты и после взяться за что-то новенькое – проекты, начатые сегодня, могут привести вас к успеху очень быстро и легко."
1130,2021-04-05,cancer,"Плывите по течению и ни на чем не акцентируйте внимание в первой половине дня. Сегодня полезно не брать на себя ответственность и двигаться в спокойном темпе. А вот вечером полезно общаться и решать мелкие дела. Возможно, вам захочется что-то кардинально изменить, но эту идею лучше выносить и просчитать каждый свой шаг, а действовать через пару дней."
1131,2021-04-05,leo,"Ваши план на день становится только больше и больше – постарайтесь доверить несколько дел своим коллегам или лучшим друзьям, чтобы не захлебнуться в потоке задач. Близкие вас точно не подведут. Также звезды советуют не ввязываться в споры – к чему-то общему вы не придете и зря потратите драгоценное время. Полезно сегодня подумать о своем здоровье и согласиться на новую диету – организму нужно разгрузиться."
1132,2021-04-05,virgo,"Если какие-то задачи (особенно новые проекты) вам не поддаются, переложите их на другой день, а сегодня займитесь тем, что у вас получается лучше всего. А вот вечером лучше и вовсе отказаться от серьезных задач и побольше общаться с самыми разными людьми – вы можете познакомиться с интересным человеком, который подкинет вам хорошие идеи и вдохновить на большие планы."
1133,2021-04-05,libra,"Отличный день, чтобы работать без задних ног, укреплять отношения с начальством и веселиться. Полезно заниматься важными делами, но только во второй половине дня – в первой вы будете думать, а оно вам надо. Многие будут готовы помочь, только вот больше словом, нежели делом. Но и их психологическая поддержка тоже даст свои плоды – вы будете уверены в себе и своих планах."
1134,2021-04-05,scorpio,"Сегодня очень важно переоценить свои взгляды, проекты, отношения. У вас будет возможность вычленить самое важное и найти те рычаги давления, которые помогут добиться своего. Также полезно заниматься новыми проектами на работе и в жизни – они обязательно принесут вам позитивные эмоции и хорошие деньги. А вот вечером стоит отдохнуть в семейном кругу, обсудить будущее с любимыми."
1135,2021-04-05,sagittarius,"Добивайтесь своего всеми возможными способами – у вас все получится, если вы будете верить в себя. Также полезно смотреть по сторонам – если вы будете наблюдательны, то обязательно заметите головокружительные возможности, которыми можно воспользоваться уже здесь и сейчас. Кроме того, звезды советуют заняться спортом – таким образом вы сможете убавить уровень стресса."
1136,2021-04-05,capricorn,"У вас так много идей и энергии, что хочется воплотить свои задумки здесь и сейчас, но звезды предупреждают – пока рано, и лучше подождать подходящего момента. Также полезно сегодня думать об уверенности в себе и о том, как ее не только воскресить, но и увеличить. Вечером звезды советуют выбраться из дома и направиться туда, где вы точно получите новые и яркие впечатления."
1137,2021-04-05,aquarius,"Сегодня вам будет сложно общаться, и все эмоции и чувства будут вариться внутри вас, без возможности вылиться наружу. В этот день вы вряд ли станете душой компании, но это не говорит о том, что вам нужно наслаждаться одиночеством весь день. Лучше пригласить друзей в гости или на ужин – благодаря этому поднимется и ваше настроение, и ваша жизненная энергия."
1138,2021-04-05,pisces,"Сегодня стоит помогать не только близким и любимым, но и незнакомцам – если сейчас вы пойдете навстречу нуждающимся, то и они позже не пройдут мимо вашей проблемы. Также несмотря на множество задач и работы, вы не сможете работать долгое время – сейчас у вас слишком мало сил на все. Не бойтесь просить помощи у коллег или близких в самых сложных моментах."
1139,2021-04-06,aries,"Хорошо действовать сразу, не мешкая, воплощать свои идеи и мысли в жизнь. Также звезды советуют работать без задних ног – уже совсем скоро вас ждет провыв в какой-либо сфере, и пройдет он не просто так – благодаря вашим усилиям и стараниям. Так что двигайтесь навстречу вашей мечте – возможно, она совсем скоро исполнится. Вечер же лучше провести с близкими за разговорами, чтобы отдохнуть и перезагрузиться."
1140,2021-04-06,gemini,"Стоит включить интуицию на полную громкость – сегодня она подскажет в каком направлении двигаться дальше и с какими людьми общаться. Также звезды советуют вам быть в центре событий и проявлять активность – вы можете помочь нужному человеку, который отблагодарит вас отличной возможностью, предложением. Полезно держаться подальше от источников опасности – можно пораниться."
1141,2021-04-06,taurus,"Сегодня вы склонны делать нестандартные выборы, и если одни обернутся для вас победой, то другие могут, наоборот, испортить все, чего вы достигли к этому моменту. Так что будьте осторожны и думайте, прежде чем ответить. Очень полезно расставить приоритеты и понять в каком направлении двигаться дальше по своему пути, чтобы получить большее, нежели вы имеете."
1142,2021-04-06,cancer,"Решайте вопросы, связанные с деньгами, – сегодня вы сможете укрепить и преумножить ваш бюджет. Полезно заниматься чем-то новым, браться за интересные проекты – в перспективе они принесут вам не только позитивные эмоции и сюрпризы, но и небольшие деньги. Также звезды предупреждают, что в этот день к вам будут притягиваться отличные возможности – обязательно воспользуйтесь ими."
1143,2021-04-06,leo,"Сегодня обстоятельства нарушат привычный ход вещей и испортят планы на день. Но не отчаивайтесь, возможно, звезды таким образом подсказывают вам верный путь. Также в этот день возникнет желание махнуть на что-то или кого-то рукой – не игнорируйте его, а смело отказывайтесь от всего, что тянет вас назад. Вообще, звезды советуют не оставаться в одиночестве и подходить к решению вопросов коллективно."
1144,2021-04-06,virgo,"Чужое мнение сегодня не должно повлиять на ваши планы и решения. Да, возможно близкие помогут вам советом, но выбор все равно остается за вами. Тем более, что в этот день вы невероятно упрямы и хитры, и благодаря этому можете взять свое. Единственное – есть риск потерять самообладание, поэтому контролируйте свои действия и вспоминайте о своих принципах."
1145,2021-04-06,libra,"Сегодня крупно повезет творческим личностям. А тем, кто работает на серьезной работе стоит стать смелее и напористее – так вы тоже поймаете удачу за ее длинный хвост. Вообще, все в этот день захотят выделиться за счет своих проектов и мнений, поэтому стоит быстрее действовать, пока другие не воспользовались этой возможностью. Полезно заниматься в одно время сразу несколькими делами – у вас все получится."
1146,2021-04-06,scorpio,"Сегодня вы четко идете к своей цели и тверды в своем выборе. Так держать! Но иногда стоит проявлять мягкость. Например, к близким и любимым – вы можете задеть их словом или делом. Прежде чем соглашаться на какие-либо предложения, стоит оценить свои силы и возможности, чтобы случайно не взяться за то, что вам не по зубам. Полезно держаться подальше от источников опасности – можно пораниться."
1147,2021-04-06,sagittarius,"Очень насыщенный день, когда вам не будет хватать времени на все дела, ведь помимо запланированных дел, будут возникать и те задачи, на которые вы вовсе не рассчитывали. Также звезды советуют договариваться о покупках или путешествиях, но ни в коем случае не оплачивать что-либо заранее – можно потерять эту сумму. А вот на любовном фронте все сложно – лучше не начинать споры, ничем хорошим они не закончатся."
1148,2021-04-06,capricorn,"Обязательно говорите «да» всем предложениям о работе – сегодня вы можете согласиться на очень выгодные проекты или продвинуться по карьерной лестнице. А вот хвастаться этим не стоит – можете нажить себе врагов и завистников. Также полезно в этот день анализировать перемены и пользоваться возможностями, которые они несут. В семье лучше лишний раз не спорить – можете нарушить гармонию."
1149,2021-04-06,aquarius,"Сегодня вы можете воплотить в жизнь многие ваши идеи и проекты – возможностей будет немало, и, наконец-то, появятся средства для этого. Только не откладывайте, иначе шанс упорхнет, а идеи так и останутся в разделе «не выполнено». Также полезно в этот день общаться с людьми направо и налево, знакомиться, бывать в интересных местах – все это принесет вам неплохие перспективы."
1150,2021-04-06,pisces,"Отношения начинают накаляться, поэтому сегодня стоит держать рот на замке, иначе конфликт обеспечен вам со всеми вокруг. Также в этот день в вашей голове могут возникнуть интересные мысли, которые откроют вам двери совершенно неожиданные сферы и миры. Кроме того, не бойтесь болтать и знакомиться с людьми – вы можете встретить авторитетного покровителя и помощника."
1151,2021-04-07,aries,"Отличный день, чтобы взяться за что-то новое и интересное как на работе, так и в личной жизни. Также могут выстрелить ваши прошлые дела, на которые ушло очень много времени. Вредно много общаться в сегодня – лучше потратить больше времени на дела и неотложные задачи. А вот знакомства сейчас очень даже полезны – можно встретить авторитетного покровителя."
1152,2021-04-07,gemini,"Жизнь переворачивается с ног на голову, и в этот момент очень важно подстроиться под эти перемены, не гнуть свою линию. Также полезно в этот день делегировать некоторые задачи подчиненным, коллегам или близким людям. Полезно пользоваться своим обаянием – очаровывать важных и нужных людей, налаживать контакты. Вечер лучше провести с людьми, которые вдохновляют вас на великие дела."
